"Dt Ultima  Totalização";"UF";"Município";"Cargo";"Nr";"Candidato";"Partido";"Situação";"Qt Votos  Válidos";"% Válidos";
"";"AC";"ASSIS BRASIL";"Vereador";"45.456";"VALDEMIR GIFONE PADILHA";"PSDB";"Suplente";"22";"0,511"
"";"AC";"ASSIS BRASIL";"Vereador";"45.045";"SEBASTIAO LIMA GADELHA";"PSDB";"Suplente";"17";"0,395"
"";"AC";"ASSIS BRASIL";"Vereador";"45.108";"ELISSON ARAUJO DE LIMA";"PSDB";"Suplente";"16";"0,372"
"";"AC";"ASSIS BRASIL";"Vereador";"45.789";"EDSEN LIMA RODRIGUES";"PSDB";"Suplente";"13";"0,302"
"";"AC";"ASSIS BRASIL";"Vereador";"45.555";"GENEILZA BARBOZA DE SOUZA";"PSDB";"Suplente";"11";"0,256"
"";"AC";"ASSIS BRASIL";"Vereador";"45.333";"HELENA SANTOS DA SILVA";"PSDB";"Suplente";"8";"0,186"
"";"AC";"ASSIS BRASIL";"Vereador";"45.111";"MARIA NAJARA ARAUJO GONÇALVES";"PSDB";"Suplente";"2";"0,046"
"";"AC";"ASSIS BRASIL";"Vereador";"11.333";"MARCIA SOARES DA SILVA DOS SANTOS";"PP";"Suplente";"1";"0,023"
"";"AC";"ASSIS BRASIL";"Vereador";"13.000";"NEUDO LOPES DA SILVA";"PT";"Eleito por QP";"231";"5,367"
"";"AC";"ASSIS BRASIL";"Vereador";"13.013";"JERRY CORREIA MARINHO";"PT";"Eleito por QP";"227";"5,274"
"";"AC";"ASSIS BRASIL";"Vereador";"13.633";"EUNÍCIO PEREIRA LIMA";"PT";"Eleito por QP";"217";"5,042"
"";"AC";"ASSIS BRASIL";"Vereador";"13.123";"IVELINA MARQUES DE ARAÚJO SOUZA";"PT";"Eleito por QP";"196";"4,554"
"";"AC";"ASSIS BRASIL";"Vereador";"65.065";"ANTONIA ALVES PEREIRA CAVALCANTE";"PC do B";"Eleito por média";"188";"4,368"
"";"AC";"ASSIS BRASIL";"Vereador";"13.613";"IZAIAS FLORES LOPES";"PT";"Suplente";"181";"4,205"
"";"AC";"ASSIS BRASIL";"Vereador";"13.333";"PEDRO MARQUES RIBEIRO FILHO";"PT";"Suplente";"152";"3,532"
"";"AC";"ASSIS BRASIL";"Vereador";"13.007";"REGINALDO BEZERRA MARTINS";"PT";"Suplente";"129";"2,997"
"";"AC";"ASSIS BRASIL";"Vereador";"13.623";"LÁZARO ARTUR BRASIL MANCHINERI";"PT";"Suplente";"106";"2,463"
"";"AC";"ASSIS BRASIL";"Vereador";"13.601";"ZAQUEU PEREIRA DE CARVALHO";"PT";"Suplente";"99";"2,300"
"";"AC";"ASSIS BRASIL";"Vereador";"13.456";"WALDEMIR COSTA DOS SANTOS SILVA";"PT";"Suplente";"96";"2,230"
"";"AC";"ASSIS BRASIL";"Vereador";"65.555";"LINDOMAR ARAÚJO GOMES";"PC do B";"Suplente";"78";"1,812"
"";"AC";"ASSIS BRASIL";"Vereador";"40.111";"JORGE SAADY FILHO";"PSB";"Suplente";"66";"1,533"
"";"AC";"ASSIS BRASIL";"Vereador";"13.131";"JUNIA ARAÚJO DE ALMEIDA";"PT";"Suplente";"64";"1,487"
"";"AC";"ASSIS BRASIL";"Vereador";"13.222";"NEUDA MARIA PEREIRA DE ARAÚJO";"PT";"Suplente";"13";"0,302"
"";"AC";"ASSIS BRASIL";"Vereador";"13.777";"FRANCIRLEI ALVES DE ARAUJO";"PT";"Suplente";"9";"0,209"
"Última totalização: 07/10/2012 - 19:39:33";"AC";"BRASILÉIA";"Prefeito";"45";"EMERSON LEÃO PEREIRA DA SILVA";"PSDB";"Não eleito";"845";"6,542"
"";"AC";"BRASILÉIA";"Prefeito";"27";"JOSE MESSIAS RIBEIRO";"PSDC";"Não eleito";"420";"3,252"
"";"AC";"BRASILÉIA";"Prefeito";"13";"JOSE ALVANI LOPES";"PT";"Não eleito";"5.561";"43,055"
"";"AC";"BRASILÉIA";"Prefeito";"15";"EVERALDO GOMES PEREIRA DA SILVA";"PMDB";"Eleito";"6.090";"47,151"
"Última totalização: 07/10/2012 - 19:39:42";"AC";"BRASILÉIA";"Vereador";"15.123";"BENEDITO LIMA ROCHA";"PMDB";"Eleito por QP";"311";"2,361"
"";"AC";"BRASILÉIA";"Vereador";"44.444";"IVANALDO DA COSTA RUFINO";"PRP";"Eleito por QP";"299";"2,270"
"";"AC";"BRASILÉIA";"Vereador";"15.111";"MARIVALDO DA SILVA OLIVEIRA";"PMDB";"Eleito por média";"293";"2,224"
"";"AC";"BRASILÉIA";"Vereador";"15.600";"ROGÉRIO PONTES DE SOUSA";"PMDB";"Suplente";"290";"2,202"
"";"AC";"BRASILÉIA";"Vereador";"15.678";"FRANCISCO DE ASSIS CORREIA LOPES";"PMDB";"Suplente";"260";"1,974"
"";"AC";"BRASILÉIA";"Vereador";"15.151";"REINALDO DA SILVA GADELHA";"PMDB";"Suplente";"243";"1,845"
